Player,Runs,Mins,BF,4s,6s,SR,Inns,,Opposition,Ground,Start Date,
SK Raina,11,22,13,0,0,84.61,2,,v DC,Visakhapatnam,10 May 2019,
(Chennai Super Kings),,,,,,,,,,,,
SK Raina,8,-,14,0,0,57.14,2,,v MI,Hyderabad,12 May 2019,
(Chennai Super Kings),,,,,,,,,,,,
SK Raina,54,60,36,3,4,150.00,1,,v DC,Wankhede,10 Apr 2021,
(Chennai Super Kings),,,,,,,,,,,,
SK Raina,8,14,9,1,0,88.88,2,,v Punjab Kings,Wankhede,16 Apr 2021,
(Chennai Super Kings),,,,,,,,,,,,
SK Raina,18,45,15,1,1,120.00,1,,v RR,Wankhede,19 Apr 2021,
(Chennai Super Kings),,,,,,,,,,,,
SK Raina,DNB,-,-,-,-,-,1,,v KKR,Wankhede,21 Apr 2021,
(Chennai Super Kings),,,,,,,,,,,,
SK Raina,24,24,18,1,3,133.33,1,,v RCB,Wankhede,25 Apr 2021,
(Chennai Super Kings),,,,,,,,,,,,
SK Raina,17*,19,15,3,0,113.33,2,,v SRH,Delhi,28 Apr 2021,
(Chennai Super Kings),,,,,,,,,,,,
SK Raina,2,9,4,0,0,50.00,1,,v MI,Delhi,1 May 2021,
(Chennai Super Kings),,,,,,,,,,,,
SK Raina,4,6,6,1,0,66.66,1,,v MI,Dubai (DICS),19 Sep 2021,
(Chennai Super Kings),,,,,,,,,,,,
SK Raina,17*,23,10,2,1,170.00,2,,v RCB,Sharjah,24 Sep 2021,
(Chennai Super Kings),,,,,,,,,,,,
SK Raina,11,19,7,1,0,157.14,2,,v KKR,Abu Dhabi,26 Sep 2021,
(Chennai Super Kings),,,,,,,,,,,,
SK Raina,2,6,3,0,0,66.66,2,,v SRH,Sharjah,30 Sep 2021,
(Chennai Super Kings),,,,,,,,,,,,
SK Raina,3,8,5,0,0,60.00,1,,v RR,Abu Dhabi,2 Oct 2021,
(Chennai Super Kings),,,,,,,,,,,,
PBB Rajapaksa,43,34,22,2,4,195.45,2,,v RCB,DY Patil,27 Mar 2022,
(Punjab Kings),,,,,,,,,,,,
PBB Rajapaksa,31,17,9,3,3,344.44,1,,v KKR,Wankhede,1 Apr 2022,
(Punjab Kings),,,,,,,,,,,,
PBB Rajapaksa,9,8,5,0,1,180.00,1,,v CSK,Brabourne,3 Apr 2022,
(Punjab Kings),,,,,,,,,,,,
PBB Rajapaksa,42,60,32,2,2,131.25,1,,v CSK,Wankhede,25 Apr 2022,
(Punjab Kings),,,,,,,,,,,,
PBB Rajapaksa,9,8,7,1,0,128.57,2,,v LSG,Pune,29 Apr 2022,
(Punjab Kings),,,,,,,,,,,,
PBB Rajapaksa,40,52,28,5,1,142.85,2,,v GT,DY Patil,3 May 2022,
(Punjab Kings),,,,,,,,,,,,
PBB Rajapaksa,27,28,18,2,2,150.00,1,,v RR,Wankhede,7 May 2022,
(Punjab Kings),,,,,,,,,,,,
PBB Rajapaksa,1,13,3,0,0,33.33,1,,v RCB,Brabourne,13 May 2022,
(Punjab Kings),,,,,,,,,,,,
PBB Rajapaksa,4,14,5,1,0,80.00,2,,v DC,DY Patil,16 May 2022,
(Punjab Kings),,,,,,,,,,,,
PBB Rajapaksa,50,47,32,5,2,156.25,1,,v KKR,Mohali,1 Apr 2023,
(Punjab Kings),,,,,,,,,,,,
PBB Rajapaksa,1*,3,1,0,0,100.00,1,,v RR,Guwahati,5 Apr 2023,
(Punjab Kings),,,,,,,,,,,,
PBB Rajapaksa,20,73,26,1,0,76.92,1,,v GT,Mohali,13 Apr 2023,
(Punjab Kings),,,,,,,,,,,,
PBB Rajapaksa,0,11,3,0,0,0.00,1,,v KKR,Eden Gardens,8 May 2023,
(Punjab Kings),,,,,,,,,,,,
RR Raje,6*,-,5,1,0,120.00,1,,v Daredevils,DY Patil,4 May 2008,
(Mumbai Indians),,,,,,,,,,,,
RR Raje,DNB,-,-,-,-,-,2,,v RR,DY Patil,7 May 2008,
(Mumbai Indians),,,,,,,,,,,,
RR Raje,DNB,-,-,-,-,-,2,,v CSK,Wankhede,14 May 2008,
(Mumbai Indians),,,,,,,,,,,,
RR Raje,DNB,-,-,-,-,-,2,,v KKR,Wankhede,16 May 2008,
(Mumbai Indians),,,,,,,,,,,,
RR Raje,1*,-,2,0,0,50.00,1,,v Chargers,Hyderabad,18 May 2008,
(Mumbai Indians),,,,,,,,,,,,
RR Raje,1*,-,2,0,0,50.00,1,,v RR,Jaipur,26 May 2008,
(Mumbai Indians),,,,,,,,,,,,
RR Raje,DNB,-,-,-,-,-,1,,v CSK,Cape Town,18 Apr 2009,
(Mumbai Indians),,,,,,,,,,,,
RR Raje,11*,-,7,0,1,157.14,2,,v Chargers,Centurion,6 May 2009,
(Mumbai Indians),,,,,,,,,,,,
RR Raje,1,-,2,0,0,50.00,1,,v Daredevils,East London,8 May 2009,
(Mumbai Indians),,,,,,,,,,,,
RR Raje,DNB,-,-,-,-,-,2,,v Kings XI,Centurion,12 May 2009,
(Mumbai Indians),,,,,,,,,,,,
AS Rajpoot,2*,15,6,0,0,33.33,2,,v MI,Chennai,6 Apr 2013,
(Chennai Super Kings),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,2,,v Kings XI,Mohali,10 Apr 2013,
(Chennai Super Kings),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,2,,v Supergiants,Eden Gardens,14 May 2016,
(Kolkata Knight Riders),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,1,,v RCB,Eden Gardens,16 May 2016,
(Kolkata Knight Riders),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,1,,v Guj Lions,Kanpur,19 May 2016,
(Kolkata Knight Riders),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,1,,v SRH,Eden Gardens,22 May 2016,
(Kolkata Knight Riders),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,1,,v MI,Wankhede,9 Apr 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,2,,v RCB,Bengaluru,7 May 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,2,,v Kings XI,Mohali,9 May 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,2,,v MI,Eden Gardens,13 May 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
AS Rajpoot,4,7,7,1,0,57.14,1,,v MI,Bengaluru,19 May 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,2,,v KKR,Eden Gardens,21 Apr 2018,
(Kings XI Punjab),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,1,,v Daredevils,Delhi,23 Apr 2018,
(Kings XI Punjab),,,,,,,,,,,,
AS Rajpoot,8,-,9,1,0,88.88,2,,v SRH,Hyderabad,26 Apr 2018,
(Kings XI Punjab),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,1,,v MI,Indore,4 May 2018,
(Kings XI Punjab),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,2,,v RR,Indore,6 May 2018,
(Kings XI Punjab),,,,,,,,,,,,
AS Rajpoot,1,-,5,0,0,20.00,1,,v RCB,Indore,14 May 2018,
(Kings XI Punjab),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,2,,v MI,Wankhede,16 May 2018,
(Kings XI Punjab),,,,,,,,,,,,
AS Rajpoot,2,-,4,0,0,50.00,1,,v CSK,Pune,20 May 2018,
(Kings XI Punjab),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,1,,v RR,Jaipur,25 Mar 2019,
(Kings XI Punjab),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,2,,v SRH,Mohali,8 Apr 2019,
(Kings XI Punjab),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,1,,v MI,Wankhede,10 Apr 2019,
(Kings XI Punjab),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,2,,v RCB,Bengaluru,24 Apr 2019,
(Kings XI Punjab),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,2,,v Kings XI,Sharjah,27 Sep 2020,
(Rajasthan Royals),,,,,,,,,,,,
AS Rajpoot,7*,-,5,0,1,140.00,2,,v KKR,Dubai (DICS),30 Sep 2020,
(Rajasthan Royals),,,,,,,,,,,,
AS Rajpoot,2,-,5,0,0,40.00,2,,v MI,Abu Dhabi,6 Oct 2020,
(Rajasthan Royals),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,2,,v CSK,Abu Dhabi,19 Oct 2020,
(Rajasthan Royals),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,1,,v SRH,Dubai (DICS),22 Oct 2020,
(Rajasthan Royals),,,,,,,,,,,,
AS Rajpoot,DNB,-,-,-,-,-,2,,v MI,Abu Dhabi,25 Oct 2020,
(Rajasthan Royals),,,,,,,,,,,,
Ramandeep Singh,6,16,12,0,0,50.00,1,,v RCB,Pune,9 Apr 2022,
(Mumbai Indians),,,,,,,,,,,,
Ramandeep Singh,12,25,16,0,0,75.00,2,,v KKR,DY Patil,9 May 2022,
(Mumbai Indians),,,,,,,,,,,,
Ramandeep Singh,DNB,-,-,-,-,-,2,,v CSK,Wankhede,12 May 2022,
(Mumbai Indians),,,,,,,,,,,,
Ramandeep Singh,14*,18,6,1,1,233.33,2,,v SRH,Wankhede,17 May 2022,
(Mumbai Indians),,,,,,,,,,,,
Ramandeep Singh,13*,13,6,2,0,216.66,2,,v DC,Wankhede,21 May 2022,
(Mumbai Indians),,,,,,,,,,,,
Ramandeep Singh,35,20,17,1,4,205.88,1,,v SRH,Eden Gardens,23 Mar 2024,
(Kolkata Knight Riders),,,,,,,,,,,,
Ramandeep Singh,DNB,-,-,-,-,-,2,,v RCB,Bengaluru,29 Mar 2024,
(Kolkata Knight Riders),,,,,,,,,,,,
Ramandeep Singh,2,2,2,0,0,100.00,1,,v DC,Visakhapatnam,3 Apr 2024,
(Kolkata Knight Riders),,,,,,,,,,,,
Ramandeep Singh,13,3,12,0,1,108.33,1,,v CSK,Chennai,8 Apr 2024,
(Kolkata Knight Riders),,,,,,,,,,,,
Ramandeep Singh,DNB,-,-,-,-,-,2,,v LSG,Eden Gardens,14 Apr 2024,
(Kolkata Knight Riders),,,,,,,,,,,,
Ramandeep Singh,1*,3,1,0,0,100.00,1,,v RR,Eden Gardens,16 Apr 2024,
(Kolkata Knight Riders),,,,,,,,,,,,
Ramandeep Singh,24*,14,9,2,2,266.66,1,,v RCB,Eden Gardens,21 Apr 2024,
(Kolkata Knight Riders),,,,,,,,,,,,
Ramandeep Singh,6*,-,3,0,1,200.00,1,,v Punjab Kings,Eden Gardens,26 Apr 2024,
(Kolkata Knight Riders),,,,,,,,,,,,
Ramandeep Singh,DNB,-,-,-,-,-,2,,v DC,Eden Gardens,29 Apr 2024,
(Kolkata Knight Riders),,,,,,,,,,,,
Ramandeep Singh,2,2,4,0,0,50.00,1,,v MI,Wankhede,3 May 2024,
(Kolkata Knight Riders),,,,,,,,,,,,
Ramandeep Singh,25*,12,6,1,3,416.66,1,,v LSG,Lucknow,5 May 2024,
(Kolkata Knight Riders),,,,,,,,,,,,
Ramandeep Singh,17*,17,8,1,1,212.50,1,,v MI,Eden Gardens,11 May 2024,
(Kolkata Knight Riders),,,,,,,,,,,,
Ramandeep Singh,TDNB,-,-,-,-,-,-,,v RR,Guwahati,19 May 2024,
(Kolkata Knight Riders),,,,,,,,,,,,
Ramandeep Singh,DNB,-,-,-,-,-,2,,v SRH,Ahmedabad,21 May 2024,
(Kolkata Knight Riders),,,,,,,,,,,,
Ramandeep Singh,DNB,-,-,-,-,-,2,,v SRH,Chennai,26 May 2024,
(Kolkata Knight Riders),,,,,,,,,,,,
R Rampaul,0,4,4,0,0,0.00,1,,v CSK,Chennai,13 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
R Rampaul,12*,7,7,0,1,171.42,2,,v Daredevils,Bengaluru,16 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
R Rampaul,DNB,-,-,-,-,-,2,,v RR,Bengaluru,20 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
R Rampaul,0,2,1,0,0,0.00,1,,v Warriors,Bengaluru,23 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
R Rampaul,23*,29,18,3,0,127.77,2,,v MI,Wankhede,27 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
R Rampaul,3,3,4,0,0,75.00,1,,v RR,Jaipur,29 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
R Rampaul,DNB,-,-,-,-,-,1,,v Kings XI,Mohali,6 May 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
R Rampaul,DNB,-,-,-,-,-,1,,v Daredevils,Delhi,10 May 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
R Rampaul,0,5,3,0,0,0.00,1,,v KKR,Ranchi,12 May 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
R Rampaul,DNB,-,-,-,-,-,1,,v CSK,Bengaluru,18 May 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
R Rampaul,13,19,13,0,1,100.00,1,,v RR,Abu Dhabi,26 Apr 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
R Rampaul,DNB,-,-,-,-,-,1,,v CSK,Bengaluru,24 May 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
N Rana,9,16,11,0,1,81.81,2,,v RCB,Bengaluru,11 May 2016,
(Mumbai Indians),,,,,,,,,,,,
N Rana,25,35,28,0,3,89.28,1,,v Kings XI,Visakhapatnam,13 May 2016,
(Mumbai Indians),,,,,,,,,,,,
N Rana,DNB,-,-,-,-,-,1,,v Daredevils,Visakhapatnam,15 May 2016,
(Mumbai Indians),,,,,,,,,,,,
N Rana,70,62,36,7,4,194.44,1,,v Guj Lions,Kanpur,21 May 2016,
(Mumbai Indians),,,,,,,,,,,,
N Rana,34,41,28,1,2,121.42,1,,v Supergiant,Pune,6 Apr 2017,
(Mumbai Indians),,,,,,,,,,,,
N Rana,50,61,29,5,3,172.41,2,,v KKR,Wankhede,9 Apr 2017,
(Mumbai Indians),,,,,,,,,,,,
N Rana,45,68,36,3,2,125.00,2,,v SRH,Wankhede,12 Apr 2017,
(Mumbai Indians),,,,,,,,,,,,
N Rana,11,26,16,1,0,68.75,2,,v RCB,Bengaluru,14 Apr 2017,
(Mumbai Indians),,,,,,,,,,,,
N Rana,53,43,36,4,2,147.22,2,,v Guj Lions,Wankhede,16 Apr 2017,
(Mumbai Indians),,,,,,,,,,,,
N Rana,62*,49,34,0,7,182.35,2,,v Kings XI,Indore,20 Apr 2017,
(Mumbai Indians),,,,,,,,,,,,
N Rana,8,17,9,1,0,88.88,1,,v Daredevils,Wankhede,22 Apr 2017,
(Mumbai Indians),,,,,,,,,,,,
N Rana,3,16,9,0,0,33.33,2,,v Supergiant,Wankhede,24 Apr 2017,
(Mumbai Indians),,,,,,,,,,,,
N Rana,19,22,16,1,1,118.75,2,,v Guj Lions,Rajkot,29 Apr 2017,
(Mumbai Indians),,,,,,,,,,,,
N Rana,27,44,28,4,0,96.42,2,,v RCB,Wankhede,1 May 2017,
(Mumbai Indians),,,,,,,,,,,,
N Rana,DNB,-,-,-,-,-,1,,v Daredevils,Delhi,6 May 2017,
(Mumbai Indians),,,,,,,,,,,,
N Rana,9,10,11,2,0,81.81,1,,v SRH,Hyderabad,8 May 2017,
(Mumbai Indians),,,,,,,,,,,,
N Rana,12,21,12,2,0,100.00,2,,v Kings XI,Wankhede,11 May 2017,
(Mumbai Indians),,,,,,,,,,,,
N Rana,34,-,25,2,2,136.00,2,,v RCB,Eden Gardens,8 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,16,-,14,2,0,114.28,1,,v CSK,Chennai,10 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,18,-,16,2,1,112.50,1,,v SRH,Eden Gardens,14 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,59,-,35,5,4,168.57,1,,v Daredevils,Eden Gardens,16 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,35*,-,27,2,1,129.62,2,,v RR,Jaipur,18 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,3,-,5,0,0,60.00,1,,v Kings XI,Eden Gardens,21 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,8,-,7,1,0,114.28,2,,v Daredevils,Delhi,27 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,15*,-,10,2,0,150.00,2,,v RCB,Bengaluru,29 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,31,-,27,3,1,114.81,2,,v MI,Wankhede,6 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,21,-,19,2,1,110.52,2,,v MI,Eden Gardens,9 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,11,-,4,1,1,275.00,1,,v Kings XI,Indore,12 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,21,-,17,2,1,123.52,2,,v RR,Eden Gardens,15 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,7,-,5,1,0,140.00,2,,v SRH,Hyderabad,19 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,3,-,5,0,0,60.00,1,,v RR,Eden Gardens,23 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,22,-,16,1,2,137.50,2,,v SRH,Eden Gardens,25 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,68,-,47,8,3,144.68,2,,v SRH,Eden Gardens,24 Mar 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,63,-,34,2,7,185.29,1,,v Kings XI,Eden Gardens,27 Mar 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,1,7,2,0,0,50.00,1,,v DC,Delhi,30 Mar 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,37,33,23,1,2,160.86,2,,v RCB,Bengaluru,5 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,DNB,-,-,-,-,-,2,,v RR,Jaipur,7 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,0,5,3,0,0,0.00,1,,v CSK,Chennai,9 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,11,21,12,0,1,91.66,1,,v DC,Eden Gardens,12 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,21,24,18,3,0,116.66,1,,v CSK,Eden Gardens,14 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,85*,86,46,9,5,184.78,2,,v RCB,Eden Gardens,19 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,11,15,11,1,0,100.00,1,,v SRH,Hyderabad,21 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,21,35,26,3,0,80.76,1,,v RR,Eden Gardens,25 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,DNB,-,-,-,-,-,1,,v MI,Eden Gardens,28 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,DNB,-,-,-,-,-,2,,v Kings XI,Mohali,3 May 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,26,24,13,0,3,200.00,1,,v MI,Wankhede,5 May 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,24,-,18,2,1,133.33,2,,v MI,Abu Dhabi,23 Sep 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,26,-,13,6,0,200.00,2,,v SRH,Abu Dhabi,26 Sep 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,22,-,17,2,1,129.41,1,,v RR,Dubai (DICS),30 Sep 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,58,-,35,4,4,165.71,2,,v DC,Sharjah,3 Oct 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,9,-,10,1,0,90.00,1,,v CSK,Abu Dhabi,7 Oct 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,2,-,4,0,0,50.00,1,,v Kings XI,Abu Dhabi,10 Oct 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,9,-,14,1,0,64.28,2,,v RCB,Sharjah,12 Oct 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,5,-,6,1,0,83.33,1,,v MI,Abu Dhabi,16 Oct 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,29,-,20,3,1,145.00,1,,v SRH,Abu Dhabi,18 Oct 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,0,-,1,0,0,0.00,1,,v RCB,Abu Dhabi,21 Oct 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,81,-,53,13,1,152.83,1,,v DC,Abu Dhabi,24 Oct 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,0,-,1,0,0,0.00,1,,v Kings XI,Sharjah,26 Oct 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,87,-,61,10,4,142.62,1,,v CSK,Dubai (DICS),29 Oct 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,0,-,1,0,0,0.00,1,,v RR,Dubai (DICS),1 Nov 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,80,82,56,9,4,142.85,1,,v SRH,Chennai,11 Apr 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,57,74,47,6,2,121.27,2,,v MI,Chennai,13 Apr 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,18,36,11,2,1,163.63,2,,v RCB,Chennai,18 Apr 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,9,15,12,2,0,75.00,2,,v CSK,Wankhede,21 Apr 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,22,43,25,1,1,88.00,1,,v RR,Wankhede,24 Apr 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,0,3,1,0,0,0.00,2,,v Punjab Kings,Ahmedabad,26 Apr 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,15,19,12,1,1,125.00,1,,v DC,Ahmedabad,29 Apr 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,DNB,-,-,-,-,-,2,,v RCB,Abu Dhabi,20 Sep 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,5*,5,2,1,0,250.00,2,,v MI,Abu Dhabi,23 Sep 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,37*,58,27,3,1,137.03,1,,v CSK,Abu Dhabi,26 Sep 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,36*,64,27,2,2,133.33,2,,v DC,Sharjah,28 Sep 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,31,37,18,2,2,172.22,1,,v Punjab Kings,Dubai (DICS),1 Oct 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,25,55,33,3,0,75.75,2,,v SRH,Dubai (DICS),3 Oct 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,12,7,5,1,1,240.00,1,,v RR,Sharjah,7 Oct 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,23,35,25,1,1,92.00,2,,v RCB,Sharjah,11 Oct 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,13,18,12,0,1,108.33,2,,v DC,Sharjah,13 Oct 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,0,3,1,0,0,0.00,2,,v CSK,Dubai (DICS),15 Oct 2021,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,21,19,17,2,1,123.52,2,,v CSK,Wankhede,26 Mar 2022,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,10,8,5,1,1,200.00,1,,v RCB,DY Patil,30 Mar 2022,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,0,4,2,0,0,0.00,2,,v Punjab Kings,Wankhede,1 Apr 2022,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,8,10,7,0,1,114.28,2,,v MI,Pune,6 Apr 2022,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,30,37,20,0,3,150.00,2,,v DC,Brabourne,10 Apr 2022,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,54,69,36,6,2,150.00,1,,v SRH,Brabourne,15 Apr 2022,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,18,19,11,1,1,163.63,2,,v RR,Brabourne,18 Apr 2022,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,2,14,7,0,0,28.57,2,,v GT,DY Patil,23 Apr 2022,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,57,65,34,3,4,167.64,1,,v DC,Wankhede,28 Apr 2022,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,48*,73,37,3,2,129.72,2,,v RR,Wankhede,2 May 2022,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,2,19,11,0,0,18.18,2,,v LSG,Pune,7 May 2022,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,43,50,26,3,4,165.38,1,,v MI,DY Patil,9 May 2022,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,26,31,16,1,3,162.50,1,,v SRH,Pune,14 May 2022,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,42,35,22,9,0,190.90,2,,v LSG,DY Patil,18 May 2022,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,24,23,17,3,1,141.17,2,,v Punjab Kings,Mohali,1 Apr 2023,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,1,17,5,0,0,20.00,1,,v RCB,Eden Gardens,6 Apr 2023,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,45,42,29,4,3,155.17,2,,v GT,Ahmedabad,9 Apr 2023,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,75,67,41,5,6,182.92,2,,v SRH,Eden Gardens,14 Apr 2023,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,5,13,10,0,0,50.00,1,,v MI,Wankhede,16 Apr 2023,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,4,11,7,1,0,57.14,1,,v DC,Delhi,20 Apr 2023,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,27,38,20,4,1,135.00,2,,v CSK,Eden Gardens,23 Apr 2023,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,48,28,21,3,4,228.57,1,,v RCB,Bengaluru,26 Apr 2023,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,4,5,3,1,0,133.33,1,,v GT,Eden Gardens,29 Apr 2023,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,42,46,31,3,3,135.48,1,,v SRH,Hyderabad,4 May 2023,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,51,50,38,6,1,134.21,2,,v Punjab Kings,Eden Gardens,8 May 2023,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,22,26,17,2,0,129.41,1,,v RR,Eden Gardens,11 May 2023,
(Kolkata Knight Riders),,,,,,,,,,,,
N Rana,57*,72,44,6,1,129.54,2,,v CSK,Chennai,14 May 2023,
(Kolkata Knight Riders),,,,,,,,,,,,
