Player,Runs,Mins,BF,4s,6s,SR,Inns,,Opposition,Ground,Start Date,
PP Chawla,DNB,-,-,-,-,-,2,,v SRH,Hyderabad,19 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,0*,-,0,0,0,-,1,,v RR,Eden Gardens,23 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,12,-,12,0,1,100.00,2,,v SRH,Eden Gardens,25 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v SRH,Eden Gardens,24 Mar 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,1,,v Kings XI,Eden Gardens,27 Mar 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,12,11,5,1,1,240.00,1,,v DC,Delhi,30 Mar 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v RCB,Bengaluru,5 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v RR,Jaipur,7 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,8,25,13,0,1,61.53,1,,v CSK,Chennai,9 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,14*,9,6,2,0,233.33,1,,v DC,Eden Gardens,12 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,4*,15,5,0,0,80.00,1,,v CSK,Eden Gardens,14 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v RCB,Eden Gardens,19 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,4,15,8,1,0,50.00,1,,v SRH,Hyderabad,21 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,1,,v RR,Eden Gardens,25 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,1,,v MI,Eden Gardens,28 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v Kings XI,Mohali,3 May 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v MI,Abu Dhabi,19 Sep 2020,
(Chennai Super Kings),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v RR,Sharjah,22 Sep 2020,
(Chennai Super Kings),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v DC,Dubai (DICS),25 Sep 2020,
(Chennai Super Kings),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v SRH,Dubai (DICS),2 Oct 2020,
(Chennai Super Kings),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v Kings XI,Dubai (DICS),4 Oct 2020,
(Chennai Super Kings),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,1,,v SRH,Dubai (DICS),13 Oct 2020,
(Chennai Super Kings),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,1,,v RR,Abu Dhabi,19 Oct 2020,
(Chennai Super Kings),,,,,,,,,,,,
PP Chawla,0,16,2,0,0,0.00,1,,v SRH,Abu Dhabi,8 Oct 2021,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,1,,v RCB,Bengaluru,2 Apr 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,5*,15,6,0,0,83.33,1,,v CSK,Wankhede,8 Apr 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v DC,Delhi,11 Apr 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v KKR,Wankhede,16 Apr 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,1,,v SRH,Hyderabad,18 Apr 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v Punjab Kings,Wankhede,22 Apr 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,18,22,12,1,1,150.00,2,,v GT,Ahmedabad,25 Apr 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v RR,Wankhede,30 Apr 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v Punjab Kings,Mohali,3 May 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,2*,2,2,0,0,100.00,1,,v CSK,Chennai,6 May 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v RCB,Wankhede,9 May 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,1,,v GT,Wankhede,12 May 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v LSG,Lucknow,16 May 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v SRH,Wankhede,21 May 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,1,,v LSG,Chennai,24 May 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,0,5,2,0,0,0.00,2,,v GT,Ahmedabad,26 May 2023,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,0,1,1,0,0,0.00,2,,v GT,Ahmedabad,24 Mar 2024,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v SRH,Hyderabad,27 Mar 2024,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,3,9,6,0,0,50.00,1,,v RR,Wankhede,1 Apr 2024,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,1,,v DC,Wankhede,7 Apr 2024,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,1*,3,1,0,0,100.00,1,,v RR,Jaipur,22 Apr 2024,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,10,9,4,1,1,250.00,2,,v DC,Delhi,27 Apr 2024,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,1,,v LSG,Lucknow,30 Apr 2024,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,0,1,1,0,0,0.00,2,,v KKR,Wankhede,3 May 2024,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v SRH,Wankhede,6 May 2024,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,1*,2,2,0,0,50.00,2,,v KKR,Eden Gardens,11 May 2024,
(Mumbai Indians),,,,,,,,,,,,
PP Chawla,DNB,-,-,-,-,-,2,,v LSG,Wankhede,17 May 2024,
(Mumbai Indians),,,,,,,,,,,,
B Chipli,8,-,11,1,0,72.72,2,,v CSK,Bengaluru,28 Apr 2008,
(Royal Challengers Bangalore),,,,,,,,,,,,
B Chipli,10,-,7,2,0,142.85,1,,v Chargers,Bengaluru,3 May 2008,
(Royal Challengers Bangalore),,,,,,,,,,,,
B Chipli,2,-,10,0,0,20.00,1,,v Daredevils,Bengaluru,19 May 2008,
(Royal Challengers Bangalore),,,,,,,,,,,,
B Chipli,6,-,9,1,0,66.66,1,,v RR,Hyderabad,9 Apr 2011,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,48,-,40,6,1,120.00,2,,v KKR,Eden Gardens,11 Apr 2011,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,61*,-,35,5,3,174.28,1,,v RCB,Hyderabad,14 Apr 2011,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,14,-,12,2,0,116.66,1,,v Kings XI,Hyderabad,16 Apr 2011,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,5*,-,3,0,0,166.66,1,,v Daredevils,Delhi,19 Apr 2011,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,6,-,8,1,0,75.00,2,,v MI,Hyderabad,24 Apr 2011,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,4,-,10,0,0,40.00,1,,v Kochi,Kochi,27 Apr 2011,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,17,-,15,0,0,113.33,2,,v CSK,Chennai,1 May 2011,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,12*,-,7,2,0,171.42,2,,v KKR,Hyderabad,3 May 2011,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,1,-,2,0,0,50.00,1,,v Daredevils,Hyderabad,5 May 2011,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,18*,-,14,2,0,128.57,1,,v Warriors,Hyderabad,10 May 2011,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,10,-,11,1,0,90.90,1,,v MI,Wankhede,14 May 2011,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,5*,-,4,1,0,125.00,2,,v Warriors,DY Patil,16 May 2011,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,DNB,-,-,-,-,-,1,,v Kings XI,Dharamsala,21 May 2011,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,10,8,9,0,1,111.11,2,,v CSK,Visakhapatnam,7 Apr 2012,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,1,5,6,0,0,16.66,1,,v MI,Visakhapatnam,9 Apr 2012,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,DNB,-,-,-,-,-,1,,v RR,Jaipur,17 Apr 2012,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,25*,30,17,3,1,147.05,1,,v Daredevils,Delhi,19 Apr 2012,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,1,3,3,0,0,33.33,1,,v MI,Wankhede,29 Apr 2012,
(Deccan Chargers),,,,,,,,,,,,
B Chipli,16,26,18,1,1,88.88,2,,v Warriors,Pune,19 May 2013,
(Delhi Daredevils),,,,,,,,,,,,
SD Chitnis,DNB,-,-,-,-,-,1,,v Chargers,DY Patil,27 Apr 2008,
(Mumbai Indians),,,,,,,,,,,,
SD Chitnis,15,-,6,1,1,250.00,2,,v Kings XI,Wankhede,21 May 2008,
(Mumbai Indians),,,,,,,,,,,,
SD Chitnis,3,-,4,0,0,75.00,1,,v Daredevils,Delhi,24 May 2008,
(Mumbai Indians),,,,,,,,,,,,
SD Chitnis,6,-,8,1,0,75.00,1,,v MI,Durban,14 May 2009,
(Rajasthan Royals),,,,,,,,,,,,
SD Chitnis,9,-,9,1,0,100.00,1,,v Warriors,Mohali,8 May 2011,
(Kings XI Punjab),,,,,,,,,,,,
SD Chitnis,DNB,-,-,-,-,-,2,,v MI,Wankhede,22 Apr 2012,
(Kings XI Punjab),,,,,,,,,,,,
SD Chitnis,DNB,-,-,-,-,-,1,,v MI,Mohali,25 Apr 2012,
(Kings XI Punjab),,,,,,,,,,,,
SD Chitnis,6*,13,5,0,0,120.00,1,,v Chargers,Hyderabad,8 May 2012,
(Kings XI Punjab),,,,,,,,,,,,
SD Chitnis,11,19,13,1,0,84.61,2,,v Chargers,Mohali,13 May 2012,
(Kings XI Punjab),,,,,,,,,,,,
SD Chitnis,11,27,12,1,0,91.66,2,,v CSK,Dharamsala,17 May 2012,
(Kings XI Punjab),,,,,,,,,,,,
SD Chitnis,38,48,32,5,1,118.75,1,,v Daredevils,Dharamsala,19 May 2012,
(Kings XI Punjab),,,,,,,,,,,,
A Chopra,2,-,5,0,0,40.00,1,,v RCB,Eden Gardens,8 May 2008,
(Kolkata Knight Riders),,,,,,,,,,,,
A Chopra,24,-,23,3,0,104.34,1,,v Chargers,Hyderabad,11 May 2008,
(Kolkata Knight Riders),,,,,,,,,,,,
A Chopra,13,-,17,2,0,76.47,1,,v Daredevils,Eden Gardens,13 May 2008,
(Kolkata Knight Riders),,,,,,,,,,,,
A Chopra,1,-,4,0,0,25.00,1,,v MI,Wankhede,16 May 2008,
(Kolkata Knight Riders),,,,,,,,,,,,
A Chopra,2,-,3,0,0,66.66,2,,v Kings XI,Eden Gardens,25 May 2008,
(Kolkata Knight Riders),,,,,,,,,,,,
A Chopra,11,-,19,2,0,57.89,1,,v Chargers,Cape Town,19 Apr 2009,
(Kolkata Knight Riders),,,,,,,,,,,,
A Chopra,DNB,-,-,-,-,-,2,,v Kings XI,Durban,21 Apr 2009,
(Kolkata Knight Riders),,,,,,,,,,,,
P Chopra,8,-,6,2,0,133.33,2,,v CSK,Jaipur,11 May 2018,
(Rajasthan Royals),,,,,,,,,,,,
P Chopra,DNB,-,-,-,-,-,1,,v KKR,Jaipur,7 Apr 2019,
(Rajasthan Royals),,,,,,,,,,,,
A Choudhary,6*,4,2,0,1,300.00,2,,v SRH,Hyderabad,5 Apr 2017,
(Royal Challengers Bangalore),,,,,,,,,,,,
A Choudhary,15*,18,12,1,0,125.00,1,,v Guj Lions,Bengaluru,27 Apr 2017,
(Royal Challengers Bangalore),,,,,,,,,,,,
A Choudhary,DNB,-,-,-,-,-,1,,v MI,Wankhede,1 May 2017,
(Royal Challengers Bangalore),,,,,,,,,,,,
A Choudhary,4,8,6,0,0,66.66,2,,v Kings XI,Bengaluru,5 May 2017,
(Royal Challengers Bangalore),,,,,,,,,,,,
A Choudhary,DNB,-,-,-,-,-,1,,v KKR,Bengaluru,7 May 2017,
(Royal Challengers Bangalore),,,,,,,,,,,,
DT Christian,26,-,19,1,2,136.84,1,,v RR,Hyderabad,9 Apr 2011,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,25,-,13,1,2,192.30,2,,v KKR,Eden Gardens,11 Apr 2011,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,0,-,1,0,0,0.00,1,,v RCB,Hyderabad,14 Apr 2011,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,30,-,14,2,2,214.28,1,,v Kings XI,Hyderabad,16 Apr 2011,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,8,-,11,0,0,72.72,1,,v Daredevils,Delhi,19 Apr 2011,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,21,-,18,1,1,116.66,2,,v MI,Hyderabad,24 Apr 2011,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,9,-,11,0,0,81.81,1,,v Kochi,Kochi,27 Apr 2011,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,1,-,1,0,0,100.00,2,,v CSK,Chennai,1 May 2011,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,1,-,3,0,0,33.33,2,,v KKR,Hyderabad,3 May 2011,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,27*,-,22,2,0,122.72,1,,v Daredevils,Hyderabad,5 May 2011,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,10,-,11,1,0,90.90,1,,v Warriors,Hyderabad,10 May 2011,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,18,-,23,0,0,78.26,1,,v MI,Wankhede,14 May 2011,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,14*,-,12,1,0,116.66,2,,v Warriors,DY Patil,16 May 2011,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,DNB,-,-,-,-,-,1,,v Kings XI,Dharamsala,21 May 2011,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,2,7,3,0,0,66.66,2,,v CSK,Visakhapatnam,7 Apr 2012,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,39,73,36,1,2,108.33,1,,v MI,Visakhapatnam,9 Apr 2012,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,29*,44,19,2,1,152.63,1,,v RR,Jaipur,17 Apr 2012,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,19,30,21,1,0,90.47,1,,v Daredevils,Delhi,19 Apr 2012,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,5,4,5,1,0,100.00,1,,v MI,Wankhede,29 Apr 2012,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,27*,37,24,2,1,112.50,2,,v CSK,Chennai,4 May 2012,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,24,13,10,1,2,240.00,1,,v Kings XI,Mohali,13 May 2012,
(Deccan Chargers),,,,,,,,,,,,
DT Christian,4,27,13,0,0,30.76,1,,v MI,Bengaluru,4 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
DT Christian,2,2,2,0,0,100.00,1,,v CSK,Chennai,13 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
DT Christian,17,-,8,2,1,212.50,1,,v Kings XI,Indore,8 Apr 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
DT Christian,1,3,3,0,0,33.33,1,,v RCB,Bengaluru,16 Apr 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
DT Christian,DNB,-,-,-,-,-,2,,v SRH,Pune,22 Apr 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
DT Christian,8*,13,7,1,0,114.28,1,,v MI,Wankhede,24 Apr 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
DT Christian,16,12,6,0,2,266.66,1,,v KKR,Pune,26 Apr 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
DT Christian,DNB,-,-,-,-,-,1,,v RCB,Pune,29 Apr 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
DT Christian,17*,20,8,1,1,212.50,2,,v Guj Lions,Pune,1 May 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
DT Christian,9*,14,10,0,1,90.00,2,,v KKR,Eden Gardens,3 May 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
DT Christian,4,3,2,1,0,200.00,1,,v SRH,Hyderabad,6 May 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
DT Christian,3,2,3,0,0,100.00,2,,v Daredevils,Delhi,12 May 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
DT Christian,DNB,-,-,-,-,-,2,,v Kings XI,Pune,14 May 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
DT Christian,DNB,-,-,-,-,-,1,,v MI,Wankhede,16 May 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
DT Christian,4*,7,2,0,0,200.00,2,,v MI,Hyderabad,21 May 2017,
(Rising Pune Supergiant),,,,,,,,,,,,
DT Christian,13,-,13,0,1,100.00,1,,v Kings XI,Mohali,8 Apr 2018,
(Delhi Daredevils),,,,,,,,,,,,
DT Christian,DNB,-,-,-,-,-,2,,v MI,Wankhede,14 Apr 2018,
(Delhi Daredevils),,,,,,,,,,,,
DT Christian,6,-,11,0,0,54.54,2,,v Kings XI,Delhi,23 Apr 2018,
(Delhi Daredevils),,,,,,,,,,,,
DT Christian,7*,-,9,0,0,77.77,1,,v SRH,Hyderabad,5 May 2018,
(Delhi Daredevils),,,,,,,,,,,,
DT Christian,1,11,3,0,0,33.33,2,,v MI,Chennai,9 Apr 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
DT Christian,1,5,2,0,0,50.00,1,,v SRH,Chennai,14 Apr 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
DT Christian,1,3,3,0,0,33.33,2,,v CSK,Wankhede,25 Apr 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
DT Christian,1*,10,3,0,0,33.33,1,,v MI,Dubai (DICS),26 Sep 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
DT Christian,DNB,-,-,-,-,-,2,,v RR,Dubai (DICS),29 Sep 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
DT Christian,0,3,1,0,0,0.00,1,,v Punjab Kings,Sharjah,3 Oct 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
DT Christian,1,14,4,0,0,25.00,2,,v SRH,Abu Dhabi,6 Oct 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
DT Christian,DNB,-,-,-,-,-,2,,v DC,Dubai (DICS),8 Oct 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
DT Christian,9,18,8,1,0,112.50,1,,v KKR,Sharjah,11 Oct 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
MJ Clarke,41,62,31,7,0,132.25,2,,v Chargers,Cuttack,1 May 2012,
(Pune Warriors),,,,,,,,,,,,
MJ Clarke,14,21,15,2,0,93.33,2,,v MI,Pune,3 May 2012,
(Pune Warriors),,,,,,,,,,,,
MJ Clarke,1,5,2,0,0,50.00,2,,v KKR,Eden Gardens,5 May 2012,
(Pune Warriors),,,,,,,,,,,,
MJ Clarke,16,31,18,1,0,88.88,1,,v RR,Pune,8 May 2012,
(Pune Warriors),,,,,,,,,,,,
MJ Clarke,13,21,10,2,0,130.00,2,,v RCB,Pune,11 May 2012,
(Pune Warriors),,,,,,,,,,,,
MJ Clarke,13,22,18,0,0,72.22,2,,v KKR,Pune,19 May 2012,
(Pune Warriors),,,,,,,,,,,,
G Coetzee,1,3,3,0,0,33.33,2,,v GT,Ahmedabad,24 Mar 2024,
(Mumbai Indians),,,,,,,,,,,,
G Coetzee,DNB,-,-,-,-,-,2,,v SRH,Hyderabad,27 Mar 2024,
(Mumbai Indians),,,,,,,,,,,,
G Coetzee,4,14,9,0,0,44.44,1,,v RR,Wankhede,1 Apr 2024,
(Mumbai Indians),,,,,,,,,,,,
G Coetzee,DNB,-,-,-,-,-,1,,v DC,Wankhede,7 Apr 2024,
(Mumbai Indians),,,,,,,,,,,,
G Coetzee,DNB,-,-,-,-,-,2,,v RCB,Wankhede,11 Apr 2024,
(Mumbai Indians),,,,,,,,,,,,
G Coetzee,DNB,-,-,-,-,-,2,,v CSK,Wankhede,14 Apr 2024,
(Mumbai Indians),,,,,,,,,,,,
G Coetzee,DNB,-,-,-,-,-,1,,v Punjab Kings,Mullanpur,18 Apr 2024,
(Mumbai Indians),,,,,,,,,,,,
G Coetzee,0,1,1,0,0,0.00,1,,v RR,Jaipur,22 Apr 2024,
(Mumbai Indians),,,,,,,,,,,,
G Coetzee,1*,9,2,0,0,50.00,1,,v LSG,Lucknow,30 Apr 2024,
(Mumbai Indians),,,,,,,,,,,,
G Coetzee,8,17,7,0,1,114.28,2,,v KKR,Wankhede,3 May 2024,
(Mumbai Indians),,,,,,,,,,,,
PD Collingwood,53,-,45,3,2,117.77,1,,v KKR,Delhi,29 Mar 2010,
(Delhi Daredevils),,,,,,,,,,,,
PD Collingwood,16,-,8,2,1,200.00,1,,v RR,Delhi,31 Mar 2010,
(Delhi Daredevils),,,,,,,,,,,,
PD Collingwood,75*,-,46,3,7,163.04,1,,v RCB,Delhi,4 Apr 2010,
(Delhi Daredevils),,,,,,,,,,,,
PD Collingwood,2,-,3,0,0,66.66,2,,v KKR,Eden Gardens,7 Apr 2010,
(Delhi Daredevils),,,,,,,,,,,,
PD Collingwood,4,-,7,0,0,57.14,1,,v Kings XI,Delhi,11 Apr 2010,
(Delhi Daredevils),,,,,,,,,,,,
PD Collingwood,2,-,5,0,0,40.00,2,,v MI,Brabourne,13 Apr 2010,
(Delhi Daredevils),,,,,,,,,,,,
PD Collingwood,DNB,-,-,-,-,-,2,,v CSK,Chennai,15 Apr 2010,
(Delhi Daredevils),,,,,,,,,,,,
PD Collingwood,51*,-,42,1,3,121.42,2,,v Chargers,Delhi,18 Apr 2010,
(Delhi Daredevils),,,,,,,,,,,,
DP Conway,3,25,8,0,0,37.50,1,,v KKR,Wankhede,26 Mar 2022,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,85*,97,55,8,4,154.54,1,,v SRH,Pune,1 May 2022,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,56,63,37,6,2,151.35,2,,v RCB,Pune,4 May 2022,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,87,87,49,7,5,177.55,1,,v DC,DY Patil,8 May 2022,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,0,4,1,0,0,0.00,1,,v MI,Wankhede,12 May 2022,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,5,14,9,0,0,55.55,1,,v GT,Wankhede,15 May 2022,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,16,39,14,1,1,114.28,1,,v RR,Brabourne,20 May 2022,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,1,-,6,0,0,16.66,1,,v GT,Ahmedabad,31 Mar 2023,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,47,62,29,5,2,162.06,1,,v LSG,Chennai,3 Apr 2023,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,0,4,4,0,0,0.00,2,,v MI,Wankhede,8 Apr 2023,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,50,82,38,6,0,131.57,2,,v RR,Chennai,12 Apr 2023,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,83,73,45,6,6,184.44,1,,v RCB,Bengaluru,17 Apr 2023,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,77*,84,57,12,1,135.08,2,,v SRH,Chennai,21 Apr 2023,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,56,56,40,4,3,140.00,1,,v KKR,Eden Gardens,23 Apr 2023,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,8,28,16,1,0,50.00,2,,v RR,Jaipur,27 Apr 2023,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,92*,103,52,16,1,176.92,1,,v Punjab Kings,Chennai,30 Apr 2023,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,TDNB,-,-,-,-,-,-,,v LSG,Lucknow,3 May 2023,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,44,83,42,4,0,104.76,2,,v MI,Chennai,6 May 2023,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,10,28,13,1,0,76.92,1,,v DC,Chennai,10 May 2023,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,30,51,28,3,0,107.14,1,,v KKR,Chennai,14 May 2023,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,87,90,52,11,3,167.30,1,,v DC,Delhi,20 May 2023,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,40,74,34,4,0,117.64,1,,v GT,Chennai,23 May 2023,
(Chennai Super Kings),,,,,,,,,,,,
DP Conway,47,34,25,4,2,188.00,2,,v GT,Ahmedabad,28 May 2023,
(Chennai Super Kings),,,,,,,,,,,,
KK Cooper,11*,3,3,1,1,366.66,1,,v Kings XI,Jaipur,6 Apr 2012,
(Rajasthan Royals),,,,,,,,,,,,
KK Cooper,5*,-,5,0,0,100.00,1,,v KKR,Jaipur,8 Apr 2012,
(Rajasthan Royals),,,,,,,,,,,,
KK Cooper,14,14,6,0,2,233.33,2,,v MI,Wankhede,11 Apr 2012,
(Rajasthan Royals),,,,,,,,,,,,
KK Cooper,DNB,-,-,-,-,-,1,,v CSK,Chennai,21 Apr 2012,
(Rajasthan Royals),,,,,,,,,,,,
KK Cooper,8,7,6,2,0,133.33,2,,v RCB,Jaipur,23 Apr 2012,
(Rajasthan Royals),,,,,,,,,,,,
KK Cooper,DNB,-,-,-,-,-,2,,v Daredevils,Delhi,29 Apr 2012,
(Rajasthan Royals),,,,,,,,,,,,
KK Cooper,2,3,2,0,0,100.00,1,,v Daredevils,Delhi,6 Apr 2013,
(Rajasthan Royals),,,,,,,,,,,,
KK Cooper,0,3,2,0,0,0.00,1,,v KKR,Jaipur,8 Apr 2013,
(Rajasthan Royals),,,,,,,,,,,,
KK Cooper,DNB,-,-,-,-,-,1,,v Warriors,Pune,11 Apr 2013,
(Rajasthan Royals),,,,,,,,,,,,
KK Cooper,DNB,-,-,-,-,-,2,,v Kings XI,Jaipur,14 Apr 2013,
(Rajasthan Royals),,,,,,,,,,,,
KK Cooper,DNB,-,-,-,-,-,1,,v MI,Jaipur,17 Apr 2013,
(Rajasthan Royals),,,,,,,,,,,,
